,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.805,6.44
std,25.646729415848128,1.0378688342809592
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,459.0,12.0
no_min_moves,687.0,80.0
