,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,19.64,6.41
std,52.15272098660152,0.8656754238130706
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,477.0,9.0
no_min_moves,691.0,79.0
