,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,13.475,6.33
std,30.439874522753225,1.1196590390098065
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,312.0,14.0
no_min_moves,683.0,87.0
