,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,17.773,6.69
std,47.21263076236595,1.3003107631670519
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,7.25
max,452.0,13.0
no_min_moves,647.0,72.0
