,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.229,6.27
std,25.314015058033732,0.7634980634744877
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,310.0,10.0
no_min_moves,692.0,86.0
