,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.855,6.44
std,16.143995899516437,1.0571545570898124
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,207.0,12.0
no_min_moves,677.0,81.0
