,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,27.041,6.5
std,55.36945995850146,1.6787441193290353
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,463.0,21.0
no_min_moves,640.0,82.0
