,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,18.934,6.44
std,38.53638146864203,1.0760946974963672
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,325.0,10.0
no_min_moves,667.0,84.0
