pid=9__MOVE_COUNT,pid=9__ACTIONS_NUMBERS,pid=9__PATHS,pid=11_MOVE_COUNT,pid=11_ACTIONS_NUMBERS,pid=11_PATHS,pid=14_MOVE_COUNT,pid=14_ACTIONS_NUMBERS,pid=14_PATHS,pid=13_MOVE_COUNT,pid=13_ACTIONS_NUMBERS,pid=13_PATHS,pid=22_MOVE_COUNT,pid=22_ACTIONS_NUMBERS,pid=22_PATHS,pid=34_MOVE_COUNT,pid=34_ACTIONS_NUMBERS,pid=34_PATHS,pid=27_MOVE_COUNT,pid=27_ACTIONS_NUMBERS,pid=27_PATHS,pid=35_MOVE_COUNT,pid=35_ACTIONS_NUMBERS,pid=35_PATHS,pid=54_MOVE_COUNT,pid=54_ACTIONS_NUMBERS,pid=54_PATHS,pid=47_MOVE_COUNT,pid=47_ACTIONS_NUMBERS,pid=47_PATHS,pid=42_MOVE_COUNT,pid=42_ACTIONS_NUMBERS,pid=42_PATHS,pid=7__MOVE_COUNT,pid=7__ACTIONS_NUMBERS,pid=7__PATHS,pid=0__MOVE_COUNT,pid=0__ACTIONS_NUMBERS,pid=0__PATHS,pid=62_MOVE_COUNT,pid=62_ACTIONS_NUMBERS,pid=62_PATHS,pid=16_MOVE_COUNT,pid=16_ACTIONS_NUMBERS,pid=16_PATHS,pid=5__MOVE_COUNT,pid=5__ACTIONS_NUMBERS,pid=5__PATHS,pid=29_MOVE_COUNT,pid=29_ACTIONS_NUMBERS,pid=29_PATHS,pid=30_MOVE_COUNT,pid=30_ACTIONS_NUMBERS,pid=30_PATHS,pid=52_MOVE_COUNT,pid=52_ACTIONS_NUMBERS,pid=52_PATHS,pid=44_MOVE_COUNT,pid=44_ACTIONS_NUMBERS,pid=44_PATHS,pid=19_MOVE_COUNT,pid=19_ACTIONS_NUMBERS,pid=19_PATHS,pid=4__MOVE_COUNT,pid=4__ACTIONS_NUMBERS,pid=4__PATHS,pid=64_MOVE_COUNT,pid=64_ACTIONS_NUMBERS,pid=64_PATHS,pid=1__MOVE_COUNT,pid=1__ACTIONS_NUMBERS,pid=1__PATHS,pid=3__MOVE_COUNT,pid=3__ACTIONS_NUMBERS,pid=3__PATHS,pid=28_MOVE_COUNT,pid=28_ACTIONS_NUMBERS,pid=28_PATHS,pid=39_MOVE_COUNT,pid=39_ACTIONS_NUMBERS,pid=39_PATHS,pid=59_MOVE_COUNT,pid=59_ACTIONS_NUMBERS,pid=59_PATHS,pid=40_MOVE_COUNT,pid=40_ACTIONS_NUMBERS,pid=40_PATHS,pid=12_MOVE_COUNT,pid=12_ACTIONS_NUMBERS,pid=12_PATHS,pid=17_MOVE_COUNT,pid=17_ACTIONS_NUMBERS,pid=17_PATHS,pid=32_MOVE_COUNT,pid=32_ACTIONS_NUMBERS,pid=32_PATHS,pid=8__MOVE_COUNT,pid=8__ACTIONS_NUMBERS,pid=8__PATHS,pid=24_MOVE_COUNT,pid=24_ACTIONS_NUMBERS,pid=24_PATHS,pid=2__MOVE_COUNT,pid=2__ACTIONS_NUMBERS,pid=2__PATHS,pid=15_MOVE_COUNT,pid=15_ACTIONS_NUMBERS,pid=15_PATHS,pid=10_MOVE_COUNT,pid=10_ACTIONS_NUMBERS,pid=10_PATHS,pid=6__MOVE_COUNT,pid=6__ACTIONS_NUMBERS,pid=6__PATHS,pid=23_MOVE_COUNT,pid=23_ACTIONS_NUMBERS,pid=23_PATHS,pid=55_MOVE_COUNT,pid=55_ACTIONS_NUMBERS,pid=55_PATHS,pid=50_MOVE_COUNT,pid=50_ACTIONS_NUMBERS,pid=50_PATHS,pid=43_MOVE_COUNT,pid=43_ACTIONS_NUMBERS,pid=43_PATHS,pid=63_MOVE_COUNT,pid=63_ACTIONS_NUMBERS,pid=63_PATHS,pid=53_MOVE_COUNT,pid=53_ACTIONS_NUMBERS,pid=53_PATHS,pid=33_MOVE_COUNT,pid=33_ACTIONS_NUMBERS,pid=33_PATHS,pid=45_MOVE_COUNT,pid=45_ACTIONS_NUMBERS,pid=45_PATHS,pid=18_MOVE_COUNT,pid=18_ACTIONS_NUMBERS,pid=18_PATHS,pid=36_MOVE_COUNT,pid=36_ACTIONS_NUMBERS,pid=36_PATHS,pid=38_MOVE_COUNT,pid=38_ACTIONS_NUMBERS,pid=38_PATHS,pid=58_MOVE_COUNT,pid=58_ACTIONS_NUMBERS,pid=58_PATHS,pid=21_MOVE_COUNT,pid=21_ACTIONS_NUMBERS,pid=21_PATHS,pid=25_MOVE_COUNT,pid=25_ACTIONS_NUMBERS,pid=25_PATHS,pid=51_MOVE_COUNT,pid=51_ACTIONS_NUMBERS,pid=51_PATHS,pid=31_MOVE_COUNT,pid=31_ACTIONS_NUMBERS,pid=31_PATHS,pid=37_MOVE_COUNT,pid=37_ACTIONS_NUMBERS,pid=37_PATHS,pid=61_MOVE_COUNT,pid=61_ACTIONS_NUMBERS,pid=61_PATHS,pid=57_MOVE_COUNT,pid=57_ACTIONS_NUMBERS,pid=57_PATHS,pid=41_MOVE_COUNT,pid=41_ACTIONS_NUMBERS,pid=41_PATHS,pid=46_MOVE_COUNT,pid=46_ACTIONS_NUMBERS,pid=46_PATHS,pid=26_MOVE_COUNT,pid=26_ACTIONS_NUMBERS,pid=26_PATHS,pid=20_MOVE_COUNT,pid=20_ACTIONS_NUMBERS,pid=20_PATHS,pid=60_MOVE_COUNT,pid=60_ACTIONS_NUMBERS,pid=60_PATHS,pid=56_MOVE_COUNT,pid=56_ACTIONS_NUMBERS,pid=56_PATHS,pid=48_MOVE_COUNT,pid=48_ACTIONS_NUMBERS,pid=48_PATHS,pid=65_MOVE_COUNT,pid=65_ACTIONS_NUMBERS,pid=65_PATHS
4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",5,"[31, 32, 45, 46, 54]","['[G C1 -> G R2]', '[G R2 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",5,"[31, 32, 45, 46, 54]","['[G C1 -> G R2]', '[G R2 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",6,"[32, 45, 46, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",6,"[35, 33, 32, 45, 46, 54]","['[R R2 -> R L1]', '[R L1 -> R R2]', '[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",6,"[35, 33, 32, 45, 46, 54]","['[R R2 -> R L1]', '[R L1 -> R R2]', '[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",5,"[31, 32, 45, 46, 54]","['[G C1 -> G R2]', '[G R2 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",6,"[32, 45, 43, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[G L1 -> G R2]', '[G R2 -> G L1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",6,"[32, 45, 44, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[G L1 -> G C2]', '[G C2 -> G L1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",6,"[32, 45, 46, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",8,"[32, 33, 32, 31, 32, 45, 46, 54]","['[G C1 -> G L1]', '[G L1 -> G C1]', '[G C1 -> G L1]', '[G L1 -> G R2]', '[G R2 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",6,"[32, 45, 32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[R C1 -> R R2]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",6,"[32, 45, 46, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",6,"[32, 45, 43, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[G L1 -> G R2]', '[G R2 -> G L1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",6,"[32, 33, 32, 45, 46, 54]","['[G C1 -> G L1]', '[G L1 -> G C1]', '[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']"
4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",7,"[34, 33, 31, 32, 45, 46, 54]","['[R R2 -> R C2]', '[R C2 -> R R2]', '[G C1 -> G R2]', '[G R2 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",5,"[31, 32, 45, 46, 54]","['[G C1 -> G R2]', '[G R2 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",5,"[31, 32, 45, 46, 54]","['[G C1 -> G R2]', '[G R2 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",10,"[32, 33, 32, 45, 32, 45, 46, 45, 46, 54]","['[G C1 -> G L1]', '[G L1 -> G C1]', '[G C1 -> G L1]', '[R R2 -> R C1]', '[R C1 -> R R2]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",5,"[31, 32, 45, 46, 54]","['[G C1 -> G R2]', '[G R2 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",5,"[31, 32, 45, 46, 54]","['[G C1 -> G R2]', '[G R2 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",8,"[32, 45, 46, 45, 44, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[G L1 -> G C2]', '[G C2 -> G L1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",6,"[32, 45, 44, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[G L1 -> G C2]', '[G C2 -> G L1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",6,"[32, 31, 32, 45, 46, 54]","['[G C1 -> G L1]', '[G L1 -> G R2]', '[G R2 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",6,"[32, 45, 46, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[B C2 -> B R1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",7,"[35, 42, 43, 44, 45, 46, 54]","['[R R2 -> R L1]', '[G C1 -> G R2]', '[R L1 -> R C1]', '[G R2 -> G C2]', '[G C2 -> G L1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",6,"[32, 33, 32, 45, 46, 54]","['[G C1 -> G L1]', '[G L1 -> G C1]', '[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",8,"[32, 31, 32, 45, 32, 45, 46, 54]","['[G C1 -> G L1]', '[G L1 -> G R2]', '[G R2 -> G L1]', '[R R2 -> R C1]', '[R C1 -> R R2]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']",4,"[32, 45, 46, 54]","['[G C1 -> G L1]', '[R R2 -> R C1]', '[B R1 -> B C2]', '[G L1 -> G R1]']"
