,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.392,5.27
std,22.820541472829106,0.7634980634744878
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,327.0,9.0
no_min_moves,737.0,88.0
