,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.401,5.37
std,29.192643069948453,0.7996842811353424
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,299.0,9.0
no_min_moves,726.0,80.0
