,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.994,5.26
std,25.890892265472473,0.7603826787755086
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,345.0,9.0
no_min_moves,713.0,87.0
