,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.392,5.16
std,19.240179846366313,0.506921785850339
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,300.0,7.0
no_min_moves,727.0,90.0
