,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.845,5.33
std,24.04460684058107,0.9217352980091191
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,289.0,10.0
no_min_moves,726.0,86.0
