,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,15.45,6.44
std,27.11554448564057,1.1038957643663005
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,9.0,6.0
max,270.0,12.0
no_min_moves,504.0,82.0
