,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,48.427,6.38
std,105.40722629096335,0.8964576753178947
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,500.0,10.0
no_min_moves,644.0,83.0
