,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,13.29,6.44
std,28.96599608038586,0.8565847148632608
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,379.0,10.0
no_min_moves,649.0,76.0
