,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,17.335,6.59
std,40.004363813515695,1.1728838670800128
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,337.0,11.0
no_min_moves,655.0,77.0
