,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,23.056,6.46
std,48.99252117549301,1.067613216384089
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,375.0,12.0
no_min_moves,657.0,81.0
