,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,20.506,7.57
std,43.57982520806119,1.2081791960205945
min,6.0,7.0
25%,7.0,7.0
50%,7.0,7.0
75%,9.0,7.0
max,420.0,13.0
no_min_moves,1.0,0.0
