,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,46.22,6.31
std,66.87193324149867,0.8001893715259097
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,79.0,6.0
max,338.0,10.0
no_min_moves,520.0,84.0
