,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.924,6.46
std,20.91098977794914,0.9365744589575979
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,355.0,10.0
no_min_moves,701.0,78.0
