,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,19.134,6.38
std,40.13074283539392,0.9076554323301237
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,358.0,12.0
no_min_moves,660.0,81.0
