,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,14.367,6.46
std,28.823169258186827,1.1048104184003973
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,325.0,11.0
no_min_moves,671.0,83.0
