,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.509,6.34
std,27.370880221214733,0.9014018263378728
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,351.0,11.0
no_min_moves,668.0,85.0
