,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.198,6.34
std,19.65434020996607,0.8192137151629673
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,281.0,10.0
no_min_moves,706.0,83.0
