,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.752,6.42
std,28.192007471715907,0.9339824582524194
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,374.0,10.0
no_min_moves,698.0,81.0
