,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,14.308,6.35
std,33.55561227447825,0.8087276451565163
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,472.0,10.0
no_min_moves,686.0,81.0
