,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,18.56,6.49
std,33.836271858662165,0.9999494936740504
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,9.0,6.0
max,281.0,10.0
no_min_moves,580.0,78.0
