,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,26.488,6.47
std,47.04035130237284,1.0584436831041273
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,12.25,6.0
max,373.0,12.0
no_min_moves,542.0,78.0
