,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,14.14,6.67
std,28.995605617837082,1.6639675113378498
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,10.0,6.0
max,411.0,15.0
no_min_moves,559.0,78.0
