,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,13.09,6.3
std,26.70417594708762,0.7587869106393282
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,265.0,10.0
no_min_moves,653.0,84.0
