,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,58.064,6.43
std,105.50649992074197,0.9455370981830401
min,6.0,6.0
25%,6.0,6.0
50%,8.0,6.0
75%,55.0,6.0
max,500.0,11.0
no_min_moves,457.0,81.0
