,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,16.451,6.44
std,34.28266179718109,0.9880089150213253
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,401.0,11.0
no_min_moves,620.0,80.0
