,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,14.523,9.3
std,28.01485861651462,11.640663662568835
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,8.0
max,223.0,101.0
no_min_moves,613.0,60.0
