,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,12.626,6.5
std,27.497859121325362,1.0
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,316.0,10.0
no_min_moves,668.0,78.0
