,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.3,6.38
std,26.028551352034277,0.9296463974234637
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,500.0,10.0
no_min_moves,705.0,84.0
