,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.978,6.42
std,24.51416856555532,0.8430344421831593
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,321.0,9.0
no_min_moves,690.0,79.0
