,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.898,5.24
std,14.953032775634153,0.6050294257807682
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,229.0,7.0
no_min_moves,737.0,85.0
