,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.16,5.37
std,13.56784752591532,0.8487066809581685
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,211.0,9.0
no_min_moves,725.0,82.0
