,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.747,5.3
std,19.565218853587833,0.8587046857760459
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,297.0,9.0
no_min_moves,732.0,88.0
