,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.242,5.26
std,25.6870640841117,0.705247288100945
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,335.0,9.0
no_min_moves,718.0,86.0
