,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,10.388,5.38
std,27.588704075990822,0.9076554323301239
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,451.0,9.0
no_min_moves,713.0,84.0
