,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.27,5.35
std,26.91024454108994,0.9252354327740623
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,7.0,5.0
max,284.0,11.0
no_min_moves,702.0,83.0
