,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.572,4.33
std,18.24702084642229,0.8652085636341442
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,5.0,4.0
max,288.0,8.0
no_min_moves,747.0,86.0
