,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.191,4.29
std,21.85461377245416,0.8562898593539009
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,347.0,8.0
no_min_moves,767.0,88.0
