,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.309,4.33
std,16.730673460277515,0.7792122414154676
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,5.0,4.0
max,215.0,8.0
no_min_moves,745.0,83.0
