,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,6.825,4.26
std,13.762840941854657,0.7735527379460552
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,201.0,8.0
no_min_moves,770.0,88.0
