,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,6.901,4.23
std,19.265210804643363,0.6333333333333333
min,4.0,4.0
25%,4.0,4.0
50%,4.0,4.0
75%,4.0,4.0
max,376.0,6.0
no_min_moves,758.0,88.0
