,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,14.549,6.27
std,26.149520003173986,0.7634980634744878
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,9.0,6.0
max,291.0,10.0
no_min_moves,0.0,0.0
