,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.672,5.29
std,20.75869310287474,0.8680059581790573
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,397.0,9.0
no_min_moves,728.0,89.0
