,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.26,5.33
std,23.446068286988293,0.9954949025535494
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,339.0,9.0
no_min_moves,722.0,89.0
