,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,7.748,5.33
std,14.389216293653575,0.829445476194667
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,227.0,9.0
no_min_moves,731.0,84.0
