,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,8.172,5.33
std,18.97019462958365,0.8768054965543264
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.0,5.0
max,345.0,9.0
no_min_moves,720.0,86.0
