,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,9.662,5.19
std,24.229420563043202,0.646591685749831
min,5.0,5.0
25%,5.0,5.0
50%,5.0,5.0
75%,6.25,5.0
max,342.0,9.0
no_min_moves,709.0,91.0
