,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,12.414,7.35
std,23.669407361504533,0.8087276451565163
min,6.0,7.0
25%,6.0,7.0
50%,7.0,7.0
75%,8.0,7.0
max,290.0,11.0
no_min_moves,482.0,0.0
