,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,12.57,6.4
std,28.86961299627265,0.9639984073082949
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,385.0,11.0
no_min_moves,658.0,81.0
