,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,13.492,6.27
std,33.29009111081203,0.8147007878585696
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,500.0,10.0
no_min_moves,656.0,88.0
