,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,13.182,6.38
std,28.800526841471953,0.8382280492958125
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,276.0,10.0
no_min_moves,668.0,79.0
