,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,40.796,6.26
std,96.36760399168955,0.7333333333333333
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,500.0,10.0
no_min_moves,638.0,88.0
