,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,13.371,12.2
std,27.43271610528044,17.737707366688134
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,8.0
max,271.0,106.0
no_min_moves,671.0,67.0
