,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,11.802,7.41
std,23.484469683523113,3.156186805547978
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,8.0
max,324.0,24.0
no_min_moves,610.0,68.0
