,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,16.011,6.2
std,40.36206108432739,0.5685352436149611
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,382.0,8.0
no_min_moves,678.0,88.0
