,MOVE_COUNT,LAST_100_MOVES
count,1000.0,100.0
mean,20.199,6.85
std,44.47695581532754,6.215612470532439
min,6.0,6.0
25%,6.0,6.0
50%,6.0,6.0
75%,8.0,6.0
max,439.0,68.0
no_min_moves,652.0,88.0
